#MS Peaks One: + Product Ion (rt: 4.249 min) (1194.5400 -> **) (2021-02-22_EG_1228_9_msms.d)
#
Center X	Height
333.2406	5	
395.3077	5	
589.2094	5	
720.4473	5	
721.461	5	
1185.5659	5	
1172.724	5.01	
1211.4474	5.01	
1509.993	5.01	
500.325	5.02	
414.3273	5.03	
457.2901	5.03	
457.3421	5.03	
1230.7094	5.03	
273.2622	5.04	
1172.6784	5.04	
792.4621	5.08	
172.1638	5.12	
272.2749	5.12	
416.3165	5.12	
589.3359	5.16	
1019.687	5.16	
1194.7024	5.16	
1308.6409	5.16	
1428.0785	5.16	
470.8329	5.22	
568.5456	5.22	
1268.3971	5.25	
288.2156	5.33	
288.3657	5.33	
294.695	5.33	
562.4109	5.33	
952.4534	5.33	
1077.0869	5.33	
1429.7973	5.33	
1440.5922	5.33	
2209.0327	5.33	
384.6248	5.38	
922.8953	5.38	
1307.6372	5.38	
211.2249	5.62	
1392.4098	5.62	
1692.067	5.62	
132.6489	6	
206.7911	6	
234.8477	6	
251.5889	6	
401.4465	6	
444.7422	6	
477.2967	6	
582.7524	6	
585.461	6	
956.5032	6	
1186.0686	6	
1376.3935	6	
868.5659	6.01	
1791.8523	6.01	
224.5499	6.02	
278.2072	6.02	
647.8948	6.02	
879.4473	6.02	
1526.4409	6.02	
1717.7919	6.02	
577.4218	6.04	
1628.1836	6.04	
159.5673	6.05	
223.172	6.05	
276.702	6.05	
289.1864	6.05	
355.568	6.05	
959.3108	6.05	
1554.7954	6.05	
599.4146	6.06	
923.4173	6.06	
324.6803	6.08	
481.368	6.08	
1127.4413	6.08	
549.776	6.12	
667.4504	6.12	
701.3931	6.12	
762.4567	6.12	
915.5114	6.12	
250.1752	6.22	
109.035	6.25	
767.8104	6.25	
781.6585	6.25	
830.2684	6.25	
831.0798	6.25	
931.5475	6.25	
1590.9479	6.33	
1430.7351	6.38	
183.5019	6.45	
226.2083	6.45	
724.4211	6.45	
991.4753	6.45	
116.1201	6.62	
224.4017	6.75	
320.395	6.75	
390.3168	6.75	
388.2426	7	
401.2901	7	
438.541	7	
633.3452	7	
932.396	7	
1249.3234	7	
1270.5446	7	
1568.8195	7	
227.1827	7.01	
704.9763	7.01	
766.1784	7.01	
1053.8301	7.01	
1282.5778	7.01	
367.2563	7.02	
653.605	7.02	
261.1334	7.04	
409.2225	7.04	
157.1876	7.05	
794.518	7.05	
932.4647	7.05	
934.4293	7.06	
1557.7433	7.06	
1681.8102	7.06	
298.7056	7.08	
467.1389	7.08	
568.3734	7.08	
729.821	7.08	
964.475	7.08	
241.4825	7.1	
1355.6025	7.1	
192.1506	7.12	
583.9062	7.12	
849.375	7.12	
1133.9155	7.12	
181.4914	7.2	
710.6909	7.2	
1098.4309	7.2	
469.2867	7.22	
212.1986	7.25	
1324.7173	7.25	
321.2424	7.33	
527.8654	7.35	
1087.3106	7.35	
1370.1604	7.35	
1521.2787	7.35	
1529.375	7.5	
153.7607	7.56	
158.092	7.56	
366.5352	7.56	
542.5004	7.56	
972.4105	7.56	
1254.5579	7.75	
219.166	8	
419.8924	8	
784.3133	8	
808.3521	8	
1202.611	8	
1625.4893	8	
155.2631	8.01	
170.1329	8.01	
198.1419	8.01	
242.5261	8.01	
420.3056	8.01	
508.3175	8.01	
1218.6196	8.01	
1431.7934	8.02	
425.2382	8.04	
579.4467	8.04	
748.17	8.04	
766.6113	8.04	
1149.191	8.04	
1848.8683	8.04	
1919.8671	8.04	
393.9889	8.05	
696.3926	8.05	
1453.7348	8.05	
101.1233	8.06	
286.0827	8.06	
144.1284	8.08	
1586.0455	8.08	
164.1123	8.09	
199.5141	8.09	
687.0959	8.09	
588.3407	8.1	
199.1561	8.12	
365.217	8.12	
1068.6484	8.12	
1195.0596	8.12	
239.2446	8.16	
970.5066	8.17	
1545.0666	8.17	
869.5189	8.2	
1302.4867	8.22	
1629.7719	8.22	
699.3408	8.25	
1405.6882	8.25	
211.4792	8.45	
529.8024	8.45	
721.9719	8.45	
1368.6521	8.45	
2735.8905	8.45	
875.5401	8.5	
256.0479	8.56	
737.7653	8.56	
966.977	8.56	
1053.384	8.56	
544.1696	8.68	
586.9611	8.75	
389.2499	9	
887.2389	9	
262.0599	9.01	
410.3257	9.01	
727.495	9.01	
1715.129	9.02	
610.9792	9.03	
1184.5848	9.03	
2089.8957	9.03	
687.9891	9.04	
1632.5058	9.04	
371.6183	9.06	
945.6556	9.06	
301.2395	9.07	
1009.0051	9.07	
1319.838	9.07	
578.4695	9.08	
337.767	9.09	
1536.7032	9.1	
271.9057	9.12	
491.3628	9.14	
721.9278	9.14	
788.7581	9.14	
1312.5498	9.14	
1535.627	9.14	
1250.6154	9.17	
395.342	9.2	
705.8717	9.24	
990.4223	9.24	
1159.5252	9.24	
1198.2131	9.24	
542.8211	9.25	
671.4149	9.25	
1019.4199	9.25	
246.3569	9.28	
343.005	9.35	
240.3767	9.38	
384.3921	9.38	
484.2717	9.38	
335.2251	9.45	
1482.7098	9.45	
347.7153	9.56	
712.4351	9.56	
971.4672	9.56	
2975.9083	9.56	
325.4466	9.68	
394.3774	9.68	
307.1893	9.75	
604.3861	9.75	
206.3693	9.8	
528.1069	9.8	
873.38	9.8	
902.2974	9.8	
914.7389	9.8	
981.3571	9.8	
231.6442	10	
283.8765	10	
914.8513	10	
1186.7715	10	
1325.7034	10	
1394.7063	10	
1437.7047	10	
416.4028	10.01	
428.2882	10.01	
744.0213	10.01	
818.5325	10.01	
1427.6276	10.01	
1581.5101	10.01	
1343.3782	10.02	
351.9204	10.03	
659.1615	10.03	
1712.1492	10.03	
158.0778	10.04	
260.1616	10.04	
297.7029	10.04	
497.3363	10.04	
1186.4038	10.04	
1694.4198	10.05	
238.3601	10.07	
250.438	10.07	
371.6588	10.07	
467.5366	10.07	
812.3393	10.07	
478.3311	10.08	
804.4633	10.09	
138.1503	10.12	
234.0069	10.12	
632.213	10.12	
720.1644	10.12	
314.2132	10.14	
1411.638	10.14	
212.0209	10.16	
544.2565	10.17	
1377.5931	10.17	
371.7061	10.2	
479.1433	10.2	
1626.148	10.21	
1064.5288	10.25	
283.0394	10.28	
130.2107	10.32	
349.6074	10.33	
585.1807	10.33	
721.1006	10.33	
761.3453	10.35	
656.7057	10.38	
479.6358	10.45	
400.7648	10.47	
509.0226	10.47	
576.6978	10.47	
841.7074	10.56	
194.1863	10.67	
168.12	10.68	
490.0357	10.68	
870.4791	10.68	
496.6957	10.92	
1309.7977	10.92	
1321.5226	10.92	
125.526	11	
282.7883	11	
921.4124	11	
1011.5096	11	
1524.1668	11	
240.7432	11.01	
367.3229	11.01	
1137.6287	11.01	
1213.1658	11.01	
1236.5815	11.01	
1555.5904	11.01	
143.1507	11.02	
1150.2178	11.02	
1857.9655	11.02	
2768.8584	11.02	
818.4828	11.04	
110.1373	11.06	
158.5982	11.06	
983.9893	11.06	
1239.2718	11.06	
1084.5942	11.07	
1108.5102	11.08	
285.2954	11.09	
865.4447	11.1	
1689.8872	11.1	
147.114	11.12	
512.3213	11.12	
393.4302	11.17	
187.1204	11.18	
1414.9437	11.18	
1594.4601	11.18	
375.8039	11.2	
1958.9264	11.2	
413.5506	11.21	
416.5588	11.21	
1322.7565	11.21	
1654.7291	11.22	
1749.6921	11.22	
239.0475	11.24	
370.0055	11.24	
609.5668	11.25	
664.3723	11.25	
1042.2318	11.25	
2062.1301	11.25	
1510.3419	11.28	
339.7138	11.33	
779.4367	11.35	
1272.3302	11.38	
351.5033	11.41	
353.4217	11.41	
901.8205	11.41	
1499.7462	11.41	
671.6936	11.45	
834.528	11.45	
1469.8776	11.45	
695.3009	11.47	
759.086	11.47	
317.1815	11.56	
734.4845	11.56	
1531.7728	11.56	
3069.8755	11.56	
244.8595	11.57	
270.5736	11.57	
759.3733	11.57	
1155.4807	11.57	
1358.0298	11.57	
1669.9448	11.57	
1781.1897	11.62	
424.9117	11.68	
1428.221	11.78	
2199.7643	11.78	
2407.6239	11.88	
395.9195	12	
543.5999	12	
901.3508	12	
1546.7337	12	
1934.8969	12	
396.255	12.01	
482.5886	12.01	
524.7552	12.01	
617.3272	12.01	
625.5235	12.01	
640.1246	12.01	
665.7992	12.01	
330.1704	12.02	
410.9314	12.02	
550.5015	12.02	
1103.4653	12.02	
450.3377	12.03	
2177.9718	12.03	
132.1256	12.04	
562.307	12.04	
718.3935	12.04	
979.5399	12.04	
1175.6181	12.04	
222.2227	12.05	
1171.7482	12.05	
1177.3833	12.05	
1512.6549	12.05	
242.2068	12.06	
795.2137	12.08	
1425.6841	12.1	
650.1064	12.12	
1317.5599	12.12	
1335.6365	12.12	
100.3907	12.16	
739.4115	12.16	
1210.5165	12.17	
2753.5879	12.18	
1087.7225	12.2	
308.5707	12.21	
522.3138	12.21	
212.6192	12.24	
1626.3271	12.25	
1916.8867	12.25	
1371.0603	12.28	
884.4634	12.32	
1162.4633	12.32	
177.6288	12.33	
868.3267	12.33	
206.2567	12.36	
2016.8645	12.36	
1790.8211	12.38	
1312.6266	12.47	
1611.2541	12.47	
738.6275	12.5	
1653.7635	12.5	
367.4785	12.56	
459.5464	12.89	
528.8156	12.89	
1534.1729	12.89	
532.7605	12.92	
1071.9761	12.92	
446.1433	13	
610.6013	13	
1481.5632	13	
333.9516	13.01	
705.0593	13.01	
743.2437	13.01	
1246.9062	13.01	
1346.6534	13.01	
1603.76	13.01	
158.1255	13.02	
160.1383	13.02	
609.6397	13.03	
717.983	13.03	
1220.6588	13.03	
449.2614	13.04	
105.1076	13.05	
168.6627	13.05	
413.4859	13.05	
743.3957	13.07	
1081.5401	13.07	
1607.6329	13.08	
427.3895	13.1	
473.2501	13.1	
1245.6547	13.1	
1076.6915	13.12	
1496.7727	13.14	
1985.8481	13.15	
355.6032	13.16	
898.6039	13.16	
1282.9556	13.16	
1759.7637	13.16	
1497.2979	13.17	
1796.5192	13.18	
1091.4827	13.2	
221.2705	13.21	
877.3255	13.21	
1939.1028	13.24	
638.5207	13.25	
1122.5535	13.25	
308.2343	13.28	
294.6285	13.32	
676.1436	13.32	
1680.6701	13.32	
882.8896	13.33	
1317.6672	13.36	
2723.5223	13.36	
906.4514	13.38	
1339.8899	13.41	
399.3467	13.44	
2065.4549	13.44	
1346.5212	13.45	
1200.5487	13.5	
747.494	13.57	
828.2069	13.6	
2217.0948	13.67	
958.5024	13.68	
609.3866	13.75	
1210.578	13.78	
1406.7076	13.78	
1712.5248	13.78	
2216.9619	13.78	
177.4985	13.92	
383.216	13.92	
466.4776	14	
566.1708	14	
151.1077	14.01	
208.1328	14.01	
409.826	14.01	
1141.0779	14.01	
1467.3763	14.01	
454.5293	14.02	
1185.8996	14.02	
1530.9234	14.02	
877.521	14.03	
466.5827	14.04	
495.7873	14.04	
557.25	14.04	
1739.7889	14.04	
1527.8462	14.05	
384.3343	14.06	
194.3209	14.08	
351.21	14.08	
1123.4742	14.08	
1644.7107	14.16	
565.65	14.18	
768.4247	14.22	
1466.4179	14.22	
1654.6328	14.22	
1113.8654	14.24	
113.1206	14.29	
513.8519	14.29	
835.7352	14.32	
258.3706	14.36	
653.409	14.36	
458.866	14.38	
1560.3783	14.4	
439.8089	14.41	
579.8413	14.47	
923.207	14.53	
454.1386	14.56	
1427.6809	14.6	
1234.5761	14.68	
601.3445	14.69	
763.3342	14.69	
820.2045	14.69	
1528.54	14.69	
393.7139	14.75	
1737.8259	14.78	
266.4308	14.92	
784.2804	14.92	
1187.4934	15	
373.988	15.01	
573.2975	15.01	
2202.0114	15.01	
997.4351	15.02	
1014.7875	15.02	
177.0658	15.03	
379.3163	15.03	
472.2454	15.03	
151.2941	15.04	
707.8769	15.04	
721.5637	15.04	
980.4501	15.04	
255.5516	15.05	
384.8947	15.05	
627.2807	15.05	
1221.8369	15.05	
1960.8822	15.05	
1256.5711	15.09	
666.8129	15.1	
1479.771	15.1	
224.6374	15.12	
239.4422	15.12	
714.2649	15.12	
1109.4853	15.12	
1318.7681	15.12	
1342.6353	15.12	
1532.6899	15.12	
1314.3637	15.14	
331.6183	15.15	
533.3571	15.15	
865.4037	15.15	
951.0008	15.16	
1247.566	15.16	
241.1694	15.19	
1453.4433	15.19	
390.5036	15.22	
1038.4995	15.25	
560.3313	15.27	
241.5799	15.36	
361.2132	15.36	
1371.897	15.36	
290.1893	15.41	
882.6183	15.41	
752.1965	15.44	
2766.2365	15.45	
1863.9008	15.47	
366.3144	15.5	
396.3997	15.5	
1318.1722	15.53	
988.3334	15.6	
1873.3548	15.62	
591.0844	15.8	
1416.7495	15.8	
1537.7263	15.8	
1592.5465	15.8	
2119.9421	15.89	
491.1976	15.92	
259.1152	16	
896.7757	16	
923.6715	16	
1248.5882	16	
328.1401	16.01	
356.3615	16.01	
419.1805	16.01	
844.0148	16.01	
1430.689	16.01	
1538.5604	16.01	
1666.7909	16.01	
1164.1344	16.03	
1426.7347	16.03	
469.0258	16.05	
1350.8913	16.05	
658.9473	16.07	
321.974	16.08	
619.2021	16.09	
160.1735	16.1	
352.1094	16.12	
1079.6594	16.12	
1371.8456	16.12	
1517.8095	16.15	
542.296	16.16	
1350.623	16.17	
1708.2567	16.2	
182.246	16.24	
1132.4894	16.24	
1703.7374	16.29	
662.5925	16.33	
1455.5906	16.33	
1851.8585	16.33	
722.475	16.4	
1306.4123	16.4	
1595.6902	16.41	
271.6606	16.44	
1306.6585	16.45	
230.1121	16.53	
264.2924	16.53	
1020.3796	16.53	
543.1601	16.67	
403.0724	16.72	
1526.5407	16.88	
764.5698	16.89	
871.3356	16.89	
340.4872	17	
1095.461	17	
1341.9002	17	
1552.5075	17	
296.4214	17.01	
1415.2837	17.01	
210.0828	17.02	
374.1152	17.02	
543.3568	17.02	
747.4013	17.02	
823.901	17.02	
1399.8447	17.02	
847.6943	17.04	
915.6399	17.04	
258.9185	17.05	
802.5742	17.05	
467.702	17.07	
1310.4604	17.07	
111.0988	17.11	
1752.8289	17.11	
854.6504	17.12	
1710.8941	17.12	
507.6047	17.15	
1256.6547	17.16	
1224.499	17.23	
408.2775	17.24	
171.3487	17.25	
1110.4064	17.28	
645.258	17.29	
1308.8362	17.32	
1431.7163	17.32	
722.7779	17.33	
358.5168	17.4	
871.3766	17.41	
1283.5431	17.62	
1675.452	17.62	
1240.4297	17.65	
212.4354	17.67	
1136.4754	17.68	
660.2867	17.82	
1482.1822	17.82	
636.3822	17.89	
914.6579	17.92	
524.6517	18	
614.3171	18	
233.1303	18.01	
379.4524	18.01	
496.8172	18.01	
719.8561	18.01	
773.1691	18.01	
1309.5555	18.01	
436.6579	18.02	
1136.5387	18.02	
1618.7841	18.02	
616.7268	18.04	
779.3472	18.04	
125.1103	18.06	
335.4011	18.08	
1543.7416	18.08	
765.6596	18.11	
795.4343	18.12	
965.4641	18.12	
194.2525	18.14	
433.186	18.14	
752.0729	18.15	
718.0854	18.16	
1362.7336	18.2	
897.7268	18.23	
1178.6384	18.23	
1142.0182	18.28	
545.1569	18.29	
504.0246	18.31	
478.3067	18.33	
355.8892	18.38	
1675.747	18.38	
1962.7792	18.38	
130.9438	18.41	
1181.5053	18.41	
987.7444	18.44	
197.1827	18.48	
222.6376	18.48	
258.8403	18.48	
436.772	18.48	
1556.2935	18.48	
1770.7917	18.48	
891.6166	18.53	
991.5536	18.53	
1473.6886	18.53	
351.6517	18.57	
1441.318	18.6	
1780.7911	18.6	
1884.2547	18.65	
1246.7416	18.68	
1454.6945	18.69	
478.6271	18.72	
1086.0945	18.75	
1391.9706	18.75	
832.3819	18.82	
144.1144	18.89	
1166.5336	18.89	
267.4838	18.92	
1830.8156	18.92	
908.4708	19	
1679.6301	19	
582.6219	19.01	
1331.5948	19.01	
1260.2703	19.02	
1352.5026	19.02	
1661.291	19.02	
1114.9187	19.03	
211.1926	19.04	
496.2828	19.04	
685.2292	19.04	
1350.6997	19.04	
463.4798	19.06	
328.6313	19.09	
460.1628	19.09	
1346.7045	19.09	
160.9271	19.11	
961.3658	19.11	
710.3648	19.12	
1522.7695	19.12	
1203.2955	19.14	
642.2368	19.15	
722.9741	19.19	
1035.5304	19.21	
1363.7847	19.21	
804.351	19.23	
1115.2172	19.23	
468.3197	19.24	
1481.2756	19.25	
618.7076	19.28	
472.1849	19.29	
719.9399	19.29	
871.2744	19.34	
385.6787	19.35	
612.5696	19.35	
2009.7875	19.35	
1371.3478	19.36	
158.0287	19.38	
392.8348	19.41	
586.4512	19.48	
1481.9901	19.53	
1500.4596	19.56	
630.7352	19.6	
682.539	19.6	
737.2234	19.6	
1025.3364	19.6	
1077.5067	19.6	
1222.6874	19.6	
1314.569	19.6	
1458.6222	19.62	
115.1666	19.65	
315.5434	19.67	
723.2829	19.72	
340.1988	19.75	
478.2642	19.8	
1733.7873	19.8	
272.586	19.9	
1261.7934	19.9	
852.5281	20	
1648.721	20	
468.6119	20.01	
1026.9593	20.01	
1213.7315	20.01	
1533.4893	20.01	
1857.876	20.01	
903.8255	20.02	
1977.8474	20.02	
527.354	20.03	
532.3462	20.03	
917.397	20.05	
940.1063	20.05	
1150.4072	20.05	
1249.6323	20.05	
159.3037	20.06	
792.0232	20.06	
857.6606	20.06	
1012.3864	20.1	
1767.6882	20.1	
125.4175	20.12	
1460.6737	20.18	
439.2765	20.24	
1830.6096	20.24	
863.1353	20.25	
459.5142	20.28	
730.3466	20.28	
666.2298	20.31	
816.4655	20.33	
224.9043	20.36	
621.1336	20.36	
238.0651	20.38	
1295.6057	20.38	
239.9083	20.4	
225.2268	20.41	
1049.7609	20.42	
911.9797	20.45	
1086.4289	20.45	
1801.8413	20.45	
1394.5961	20.48	
1627.8559	20.5	
578.828	20.52	
257.1593	20.62	
681.9219	20.64	
1367.5868	20.69	
521.171	20.75	
300.9425	20.78	
356.0212	20.78	
668.3142	20.9	
1378.6627	20.92	
676.6724	21	
869.1843	21	
1031.0503	21	
1285.0809	21	
3132.2233	21	
424.4629	21.01	
1222.6514	21.01	
1498.7905	21.01	
1625.6008	21.01	
486.2483	21.02	
829.3771	21.02	
627.1849	21.03	
1294.6784	21.04	
838.4302	21.05	
1193.5856	21.06	
922.5416	21.07	
1279.604	21.07	
736.6544	21.1	
585.2444	21.11	
984.4072	21.11	
1054.1126	21.11	
349.4087	21.12	
707.7299	21.12	
740.5933	21.12	
753.6273	21.12	
831.2508	21.12	
1031.3294	21.12	
1456.3478	21.12	
1519.7062	21.12	
1763.8484	21.12	
127.1193	21.14	
197.3257	21.14	
649.5141	21.14	
2185.017	21.14	
113.1043	21.15	
362.1986	21.16	
1859.8091	21.17	
705.3916	21.18	
417.5384	21.2	
1349.6529	21.22	
1396.7514	21.23	
1342.4478	21.24	
2361.8033	21.24	
3159.984	21.24	
681.4862	21.31	
764.8032	21.31	
1307.4801	21.31	
611.0413	21.33	
1238.1974	21.33	
814.3186	21.35	
1292.5296	21.36	
562.4549	21.4	
1590.7151	21.42	
1318.5786	21.45	
1100.4602	21.48	
686.4311	21.6	
1920.8798	21.6	
382.4777	21.66	
744.3224	21.78	
1143.576	21.78	
1118.9739	21.82	
504.27	21.9	
1716.0527	21.9	
468.7378	21.94	
736.7204	22	
1146.4937	22	
1156.5572	22	
139.4021	22.01	
582.8988	22.01	
1171.5341	22.01	
173.1335	22.02	
1366.5746	22.02	
1464.9808	22.04	
1541.0117	22.04	
1675.6441	22.04	
1968.8791	22.04	
2723.8501	22.04	
495.9189	22.05	
1272.541	22.08	
595.9015	22.09	
1319.6842	22.11	
777.2819	22.12	
1266.0885	22.12	
234.0866	22.14	
240.5814	22.14	
374.2237	22.14	
239.7142	22.15	
264.7699	22.15	
449.4118	22.15	
1146.0245	22.15	
1896.4166	22.15	
288.5865	22.19	
463.7791	22.22	
1431.6232	22.22	
1227.6037	22.23	
870.268	22.25	
1358.6075	22.33	
159.2684	22.36	
404.7873	22.36	
1000.2875	22.36	
1368.1662	22.42	
988.3907	22.44	
887.0498	22.46	
1724.3669	22.46	
871.893	22.5	
467.026	22.52	
1289.0965	22.52	
368.2694	22.56	
843.3587	22.6	
1515.671	22.64	
104.0451	22.68	
435.1416	22.68	
735.0799	22.68	
988.512	22.68	
1529.0421	22.68	
721.0619	22.69	
1514.6065	22.72	
723.2505	22.92	
766.423	22.92	
1174.1	22.92	
915.9138	22.97	
504.2197	23	
765.0147	23	
130.0403	23.01	
403.2102	23.02	
590.0364	23.02	
1233.6988	23.02	
1338.681	23.02	
493.8157	23.03	
1692.1599	23.03	
507.542	23.04	
1599.641	23.04	
247.1439	23.05	
1006.3572	23.05	
819.8655	23.06	
442.7942	23.07	
646.4097	23.08	
758.3203	23.08	
822.1661	23.09	
916.1238	23.09	
342.0935	23.1	
1420.7274	23.14	
583.4192	23.16	
1110.3618	23.16	
819.1311	23.22	
868.5249	23.23	
690.3431	23.25	
765.4291	23.32	
1593.6847	23.34	
1780.0283	23.35	
1587.7888	23.41	
454.4849	23.43	
1404.6566	23.47	
653.5509	23.48	
195.5623	23.49	
272.8809	23.5	
146.3812	23.52	
1390.5363	23.53	
1216.9314	23.56	
1762.1131	23.56	
226.0996	23.64	
405.6502	23.68	
1105.4574	23.77	
960.563	23.78	
755.9979	23.8	
1203.5518	23.8	
582.8257	23.89	
1169.4261	23.89	
1453.6688	23.91	
763.7273	24.01	
799.3945	24.01	
595.2353	24.04	
209.3379	24.05	
238.607	24.07	
857.4374	24.07	
305.1358	24.08	
1490.03	24.09	
1061.4372	24.11	
220.1391	24.12	
565.3142	24.12	
723.3293	24.15	
646.7102	24.16	
1560.8588	24.21	
1508.5649	24.22	
153.2171	24.24	
206.5165	24.27	
395.84	24.31	
466.079	24.32	
264.8399	24.33	
475.9297	24.36	
1228.6428	24.4	
585.3528	24.45	
883.6384	24.45	
350.4205	24.47	
284.3743	24.48	
1145.5528	24.5	
983.4296	24.53	
678.1399	24.57	
1021.4403	24.57	
387.7497	24.6	
466.1324	24.6	
737.4869	24.6	
1232.5888	24.69	
439.3191	24.72	
1115.4642	24.72	
1148.5134	24.75	
603.2547	24.85	
1426.8286	24.92	
2183.9982	24.92	
1439.6495	25	
1527.1535	25	
1731.6627	25	
353.2912	25.01	
604.1769	25.01	
709.3883	25.01	
772.5121	25.01	
896.2761	25.01	
1381.1949	25.01	
410.5598	25.02	
441.2267	25.02	
1449.6428	25.02	
747.4381	25.03	
1552.2737	25.04	
751.3673	25.06	
1664.792	25.06	
1712.2642	25.06	
1387.5189	25.07	
258.1808	25.08	
983.9575	25.12	
529.2711	25.14	
736.5223	25.14	
1371.975	25.17	
426.605	25.2	
1854.6231	25.2	
456.2941	25.22	
766.7564	25.22	
456.4877	25.24	
264.3718	25.29	
1451.4166	25.33	
587.4393	25.35	
1543.3047	25.39	
641.2965	25.44	
1108.8226	25.47	
215.0815	25.52	
471.705	25.52	
1045.499	25.56	
476.7403	25.57	
691.3937	25.57	
341.7177	25.68	
1230.5512	25.68	
469.4174	25.8	
642.2897	25.8	
1476.5714	25.88	
1364.5249	25.92	
1496.9613	25.94	
587.2452	26	
1317.7302	26	
661.4393	26.01	
713.2598	26.01	
464.101	26.03	
971.4275	26.03	
433.2097	26.04	
1623.2905	26.09	
309.1032	26.12	
341.3022	26.12	
426.866	26.14	
263.1131	26.17	
283.1788	26.22	
452.8003	26.25	
407.5219	26.27	
894.5436	26.38	
699.8656	26.44	
733.0924	26.48	
879.7288	26.56	
996.4375	26.66	
637.4684	26.67	
1435.7209	26.67	
495.9582	26.78	
554.0195	26.8	
349.8698	26.82	
646.3479	27	
681.5498	27	
944.3416	27.01	
1448.6505	27.01	
271.2082	27.02	
581.8504	27.02	
791.4743	27.02	
919.3138	27.02	
363.0615	27.04	
860.248	27.04	
1157.8104	27.04	
2042.9403	27.05	
1299.6497	27.06	
1415.6377	27.08	
1779.1926	27.08	
719.56	27.11	
1109.4132	27.12	
1645.7471	27.12	
256.3634	27.14	
709.3665	27.15	
1468.5572	27.15	
715.2528	27.16	
1627.7642	27.16	
1174.4868	27.19	
3177.0636	27.19	
183.7662	27.22	
538.6518	27.28	
562.2584	27.29	
595.0009	27.36	
332.1633	27.37	
1087.4027	27.37	
1520.885	27.37	
1134.4598	27.45	
1471.6456	27.45	
344.1043	27.5	
544.719	27.52	
1205.4546	27.52	
990.4968	27.53	
670.2577	27.57	
923.35	27.65	
898.0148	27.68	
1601.7269	27.68	
294.7396	27.72	
845.4825	27.72	
1061.3749	27.75	
132.5029	27.77	
1104.4063	27.77	
474.208	27.78	
1390.031	27.84	
322.8603	27.98	
1289.5579	27.98	
463.2927	28.01	
1229.5544	28.02	
1384.6466	28.04	
1511.1548	28.05	
922.5004	28.12	
1245.164	28.12	
737.4659	28.15	
371.2903	28.17	
1124.0008	28.2	
1412.6438	28.21	
1385.396	28.35	
2823.4054	28.36	
1071.9373	28.37	
272.4118	28.45	
463.0833	28.45	
1089.5557	28.45	
1236.5361	28.45	
1259.5194	28.46	
1637.8017	28.46	
594.8076	28.47	
1109.6455	28.47	
1032.5024	28.48	
233.0561	28.49	
1093.2539	28.52	
652.8794	28.57	
1483.7158	28.57	
301.2938	28.58	
401.0819	28.65	
901.3136	28.65	
985.8896	28.67	
350.1817	29	
899.4318	29	
1415.9637	29	
574.2456	29.02	
1762.8109	29.02	
1463.9434	29.03	
227.2509	29.07	
467.5148	29.07	
916.2742	29.07	
837.453	29.08	
1376.6386	29.08	
835.9864	29.12	
1011.5597	29.13	
128.5424	29.16	
154.4846	29.17	
510.6396	29.17	
949.5183	29.2	
1711.359	29.24	
1166.5755	29.27	
1319.5992	29.28	
612.6814	29.32	
