#MS Peaks One: + Product Ion (rt: 4.241 min) (1194.5400 -> **) (2021-02-22_EG_1228_9_msms.d)
#
Center X	Height
613.301	7	
653.8805	7	
686.0395	7	
736.4801	7	
271.1796	7.01	
445.1748	7.01	
132.129	7.02	
194.1508	7.02	
1202.1039	7.04	
561.5326	7.05	
1711.1713	7.05	
1218.6924	7.06	
1978.9617	7.06	
713.8268	7.08	
1044.3738	7.1	
1691.5329	7.1	
680.2075	7.12	
720.4405	7.12	
845.4695	7.12	
694.074	7.2	
1535.3683	7.2	
773.1956	7.22	
888.8181	7.33	
2016.9536	7.38	
1269.6207	8	
1531.1905	8.01	
1649.3561	8.01	
1185.8054	8.02	
565.3209	8.04	
796.0765	8.04	
835.5142	8.04	
1180.33	8.04	
1201.141	8.04	
1510.7495	8.04	
1726.7631	8.04	
1211.4111	8.05	
356.8348	8.08	
1792.9739	8.12	
1627.3395	8.17	
247.1105	8.2	
1060.1354	8.25	
1150.6549	8.28	
1371.8454	8.28	
1780.9524	8.28	
1335.8047	8.33	
640.2837	8.45	
1212.6345	8.45	
1407.0907	8.5	
118.1154	9	
679.8178	9	
773.7878	9	
817.243	9	
1167.469	9	
387.8821	9.01	
721.3956	9.01	
991.4617	9.01	
1049.8743	9.01	
1125.1664	9.01	
887.3911	9.02	
1436.6115	9.02	
1452.7274	9.02	
583.1674	9.03	
872.7502	9.03	
1779.0167	9.03	
1198.5762	9.04	
680.6337	9.05	
1014.5771	9.09	
519.2024	9.12	
611.3661	9.12	
1369.962	9.14	
607.566	9.16	
647.3644	9.17	
1201.4151	9.2	
1091.4807	9.22	
1405.1328	9.24	
1433.6357	9.28	
968.4815	9.35	
1779.6491	9.35	
682.1763	9.38	
765.9282	10	
1762.0812	10	
441.2747	10.01	
1187.147	10.01	
355.1946	10.03	
865.2281	10.04	
1096.0267	10.04	
1067.0838	10.07	
1629.8081	10.14	
1864.5062	10.16	
1152.5779	10.28	
1180.6725	10.28	
277.1184	10.32	
413.1609	10.32	
773.3012	10.45	
682.6122	10.47	
1691.6978	10.47	
1979.9647	10.47	
633.2519	10.56	
692.3781	10.8	
215.8982	10.88	
1366.6047	10.88	
943.5588	10.92	
114.0674	11	
284.5269	11.01	
769.0771	11.01	
1712.6094	11.01	
682.7015	11.02	
1478.9289	11.02	
766.5151	11.04	
767.383	11.04	
1790.6755	11.04	
1644.2785	11.09	
1532.4552	11.11	
1761.4393	11.11	
1632.7561	11.12	
2288.2367	11.14	
524.2855	11.24	
495.6918	11.33	
818.3156	11.45	
1187.903	11.45	
467.6574	11.47	
1622.0958	11.56	
491.0091	11.57	
1509.28	11.57	
1761.6531	11.68	
353.7321	11.88	
795.4049	11.88	
1257.8407	11.88	
682.8229	11.92	
593.2955	12	
129.9807	12.01	
378.2272	12.01	
682.9388	12.01	
879.0763	12.01	
992.5017	12.01	
1710.0059	12.01	
1848.8234	12.01	
1201.054	12.02	
1385.345	12.02	
1607.8687	12.02	
685.1659	12.04	
1260.5758	12.04	
1946.4416	12.05	
877.664	12.06	
539.2328	12.07	
1181.393	12.08	
1185.3266	12.08	
1200.302	12.09	
1631.7731	12.09	
1203.1026	12.1	
821.3236	12.14	
719.5205	12.16	
683.8261	12.22	
1440.6054	12.25	
1611.1593	12.28	
238.5156	12.32	
609.8457	12.33	
1709.4178	12.36	
1710.0645	12.36	
411.2069	12.38	
365.6269	12.47	
981.9964	12.5	
1537.4121	12.5	
426.1601	12.56	
239.0638	12.68	
612.5602	12.68	
1019.3331	12.68	
1200.8811	12.68	
1737.7891	12.78	
1221.4633	12.89	
1629.5942	12.89	
990.0505	13.01	
1632.5875	13.01	
1919.8518	13.01	
769.2697	13.02	
1075.5032	13.02	
817.3794	13.03	
1636.4518	13.03	
608.6448	13.04	
650.3538	13.04	
1301.5881	13.04	
903.8046	13.08	
801.0461	13.09	
1520.2207	13.11	
462.2198	13.12	
549.2812	13.12	
805.3336	13.12	
1399.3179	13.15	
266.0962	13.16	
346.0337	13.16	
1169.0176	13.16	
1220.9545	13.16	
1403.3578	13.21	
766.188	13.25	
1236.1644	13.28	
1135.4258	13.32	
763.7007	13.44	
1545.3672	13.44	
1631.3383	13.44	
2463.2224	13.44	
683.0365	13.45	
1191.8031	13.5	
1580.7399	13.6	
689.0389	13.68	
1198.78	13.78	
1382.6127	13.78	
1521.2341	13.78	
2702.7415	13.78	
384.4476	14	
1703.1008	14	
499.9268	14.01	
1407.035	14.01	
1482.6233	14.01	
130.1234	14.02	
668.2857	14.02	
1174.117	14.03	
1497.7866	14.04	
1241.1568	14.06	
2379.9223	14.06	
450.2287	14.08	
577.2902	14.09	
753.6083	14.1	
1655.2129	14.16	
384.2398	14.2	
618.5195	14.2	
1521.3551	14.24	
1636.8195	14.28	
2166.3955	14.29	
610.8154	14.32	
1527.2551	14.38	
912.3615	14.4	
1618.7211	14.62	
1200.1598	14.67	
1621.2706	14.78	
1198.684	14.89	
585.3685	15	
1172.7478	15	
1188.2721	15	
1560.6116	15	
1202.524	15.01	
1369.7576	15.01	
1498.481	15.01	
1525.0896	15.01	
1676.1136	15.01	
1130.1384	15.02	
930.9745	15.03	
1006.9196	15.03	
118.5124	15.06	
1460.6757	15.06	
706.3242	15.1	
921.8335	15.1	
1190.7324	15.12	
1415.4994	15.12	
1529.9616	15.12	
1722.808	15.12	
1779.3575	15.12	
2086.9282	15.12	
1087.4691	15.16	
572.2706	15.17	
516.0925	15.2	
1571.7113	15.21	
1200.6347	15.28	
1134.8052	15.29	
426.7217	15.36	
677.3778	15.38	
1119.7634	15.4	
654.4341	15.45	
1528.8657	15.53	
1002.511	15.57	
588.2314	15.62	
626.7413	15.62	
2052.0309	15.62	
2173.9676	15.62	
270.178	15.78	
1296.5717	15.78	
1368.3473	15.8	
962.7653	15.92	
307.7775	16	
847.2305	16	
875.3618	16	
1220.1704	16	
412.2288	16.01	
610.9106	16.01	
1498.6837	16.01	
1129.893	16.02	
1529.218	16.04	
765.7936	16.05	
1193.8618	16.07	
1626.1761	16.08	
692.9756	16.1	
1197.9275	16.12	
194.1196	16.16	
688.2075	16.21	
1297.3167	16.25	
738.3345	16.36	
1180.2009	16.38	
273.1004	16.4	
1151.7324	16.41	
1209.3386	16.56	
581.2135	16.57	
1711.2504	16.62	
314.1331	17.01	
1190.4775	17.01	
367.243	17.02	
653.7827	17.02	
1106.5795	17.02	
1203.7306	17.02	
192.9995	17.07	
594.7822	17.07	
645.1015	17.1	
1498.0909	17.11	
2104.4435	17.15	
1370.7901	17.16	
1528.4441	17.17	
1156.5808	17.23	
1470.0004	17.24	
333.1514	17.28	
700.3789	17.31	
1081.3459	17.31	
1207.5557	17.31	
1714.7716	17.36	
1178.3606	17.4	
1040.8057	17.44	
535.234	17.5	
555.2992	17.52	
1470.6986	17.53	
256.1185	17.57	
399.1786	17.57	
1190.9228	17.6	
1343.6338	17.6	
1060.7592	17.9	
1335.2878	18	
2053.054	18	
921.5359	18.01	
1415.1526	18.01	
1528.281	18.01	
1184.3097	18.02	
677.1833	18.04	
610.7043	18.05	
322.1549	18.06	
1409.6557	18.06	
1535.6674	18.08	
321.7304	18.09	
761.7497	18.1	
1201.8491	18.1	
1178.1077	18.11	
813.3798	18.12	
1628.1809	18.12	
286.0885	18.16	
1618.6583	18.16	
987.9464	18.25	
1719.3475	18.29	
213.0344	18.32	
862.328	18.36	
490.2194	18.38	
1257.7915	18.4	
790.3551	18.44	
679.3357	18.47	
722.0706	18.48	
1473.1375	18.48	
794.0252	18.56	
920.6321	18.57	
1531.5849	18.75	
837.2006	18.78	
1126.9205	18.78	
1200.7417	18.82	
1202.8149	18.9	
866.3343	19	
1680.7841	19.01	
897.0776	19.02	
1350.5969	19.04	
1102.2471	19.05	
721.9279	19.07	
1472.7599	19.07	
1061.2348	19.11	
1710.9557	19.14	
870.4414	19.15	
1171.2599	19.18	
1060.9738	19.32	
1594.6939	19.32	
224.51	19.34	
1596.6705	19.34	
1140.5317	19.36	
1325.6833	19.41	
1709.6866	19.48	
1637.3658	19.56	
765.607	19.65	
866.0336	19.65	
1470.1756	19.9	
1764.247	19.9	
1105.7115	20	
929.4446	20.01	
941.4184	20.02	
933.501	20.04	
1528.9612	20.04	
1628.7699	20.04	
627.4374	20.09	
614.0242	20.14	
753.2168	20.16	
1729.9564	20.19	
1372.7082	20.24	
1176.2987	20.28	
1872.3007	20.29	
663.9889	20.33	
216.1371	20.41	
1529.2786	20.41	
1193.1531	20.44	
1711.863	20.53	
1499.1541	20.6	
1628.8298	20.62	
1709.2238	20.62	
1412.4782	20.67	
1533.5382	20.68	
1025.4492	20.8	
861.9925	20.84	
754.544	20.94	
582.3619	21	
774.3486	21	
1728.5545	21	
2182.3859	21	
758.0462	21.01	
388.1398	21.02	
837.3986	21.02	
984.1878	21.05	
380.1699	21.07	
1318.0709	21.08	
300.1426	21.09	
1137.8435	21.1	
1354.5709	21.1	
1661.0507	21.11	
1407.761	21.12	
1020.3314	21.16	
1134.6881	21.16	
930.5284	21.18	
1079.7828	21.24	
521.2103	21.25	
272.5091	21.49	
639.3284	21.53	
653.5595	21.53	
1414.1281	21.56	
578.1443	21.57	
1256.5254	21.57	
1626.6247	21.64	
917.0472	21.78	
1709.3032	21.78	
1514.7242	21.88	
204.8017	22	
1182.2651	22.01	
480.0418	22.02	
653.9553	22.02	
1193.4903	22.04	
582.8904	22.08	
767.5836	22.09	
682.5573	22.12	
794.3457	22.15	
1369.3123	22.23	
1475.8829	22.31	
701.2806	22.39	
370.1828	22.5	
916.3816	22.5	
1030.7159	22.56	
1002.4363	22.6	
1020.0203	22.64	
639.5977	22.66	
422.186	22.68	
463.2832	22.68	
1638.0551	22.68	
835.6166	22.69	
683.4938	22.82	
747.3978	23	
1448.9151	23	
897.3587	23.01	
1137.0062	23.01	
769.6849	23.04	
1184.932	23.06	
1096.5081	23.09	
1565.6823	23.09	
323.1722	23.11	
1626.2433	23.12	
1205.2374	23.13	
1788.8207	23.28	
1186.6894	23.36	
478.3169	23.38	
3001.1186	23.43	
258.4495	23.48	
1445.3498	23.48	
1198.2372	23.68	
1692.8646	23.69	
864.2829	23.78	
866.2137	23.8	
1253.6275	23.84	
609.8886	24	
1476.1233	24	
1092.9891	24.01	
1198.8628	24.01	
766.4381	24.06	
1765.7447	24.06	
1190.8501	24.07	
616.162	24.08	
1627.1993	24.11	
2053.1643	24.11	
2551.1924	24.14	
1627.9425	24.15	
1456.718	24.16	
1341.6102	24.32	
861.2677	24.41	
439.1755	24.45	
861.7342	24.45	
1084.7662	24.5	
1781.3483	25.01	
1979.8432	25.01	
1014.4664	25.04	
1163.6957	25.04	
1690.8459	25.04	
1533.6654	25.07	
1150.7962	25.08	
915.0195	25.09	
626.4188	25.1	
578.3494	25.11	
1152.0438	25.11	
159.5143	25.12	
855.9022	25.12	
1288.5175	25.12	
1188.111	25.14	
766.0244	25.25	
1387.6451	25.32	
1188.1642	25.42	
319.1577	25.52	
298.1181	25.56	
513.219	25.57	
258.0924	25.62	
253.406	25.68	
1197.2941	25.69	
865.4	25.96	
359.4717	26	
1371.6138	26	
656.0508	26.01	
381.63	26.04	
1445.1243	26.04	
765.7364	26.06	
609.2098	26.08	
1457.6207	26.09	
1061.4825	26.12	
736.0796	26.15	
1200.0975	26.15	
583.907	26.16	
523.22	26.19	
1196.9862	26.25	
1011.9115	26.27	
1325.6109	26.33	
852.3208	26.34	
1051.7459	26.53	
828.3307	26.64	
872.7107	26.67	
1191.8528	26.84	
864.2511	26.9	
1470.3897	26.9	
341.8096	27	
1053.448	27	
1123.7328	27	
1469.8138	27	
1674.7479	27	
849.3648	27.01	
1163.0437	27.04	
866.8255	27.06	
930.932	27.12	
875.4328	27.15	
654.2208	27.16	
792.6078	27.22	
1037.8805	27.39	
804.3426	27.41	
1122.6804	27.56	
723.3357	27.57	
1474.6032	27.57	
616.2138	27.6	
1303.6201	27.6	
1754.9686	27.61	
655.351	27.68	
1710.2239	27.69	
481.4468	27.72	
1187.709	27.72	
1188.0465	27.78	
1042.903	27.98	
1084.0448	28	
1189.5904	28	
1192.3852	28.02	
1196.1584	28.02	
1250.4216	28.02	
1706.8189	28.04	
1107.5036	28.06	
1193.7543	28.09	
1191.9719	28.15	
861.4411	28.22	
488.1646	28.28	
2722.0172	28.31	
682.1306	28.35	
765.8404	28.46	
1112.9935	28.49	
1191.7131	28.61	
1247.4076	28.66	
1528.5523	28.68	
1257.5209	28.77	
663.4069	29.03	
820.6205	29.04	
859.0758	29.05	
1208.4733	29.05	
934.4242	29.06	
1603.7444	29.06	
1057.0285	29.11	
309.9462	29.22	
111.0549	29.29	
1471.3907	29.4	
115.1174	29.57	
1207.0008	29.58	
239.1167	29.6	
1538.5279	29.6	
724.9754	29.76	
1606.8003	29.78	
690.9008	29.93	
1429.6507	30	
1489.7486	30.01	
1519.3731	30.02	
1352.9999	30.15	
163.2008	30.17	
1196.6377	30.37	
1199.0349	30.38	
1608.619	30.6	
567.5364	30.68	
653.5073	30.76	
1157.3209	30.8	
863.2272	31.05	
462.5225	31.07	
1138.0969	31.09	
1452.6748	31.09	
1162.145	31.16	
1528.7974	31.21	
625.2972	31.23	
1531.0532	31.24	
2090.978	31.24	
954.1506	31.35	
1626.3302	31.43	
1361.5976	31.52	
944.5982	31.57	
1762.8197	31.6	
329.125	31.64	
282.3151	31.69	
864.7392	32	
1292.6042	32.03	
1173.1176	32.05	
489.2772	32.06	
675.3116	32.06	
1242.4975	32.23	
1403.3187	32.31	
688.9101	32.37	
1332.1135	32.38	
1184.4711	32.62	
358.1026	32.67	
1525.1874	32.68	
1251.0486	32.72	
702.3118	32.73	
1164.8935	32.77	
1979.7898	32.9	
914.568	32.98	
1191.3892	33.01	
342.9221	33.02	
807.9964	33.03	
1219.5661	33.03	
989.4314	33.06	
411.1639	33.1	
1604.7307	33.1	
1012.739	33.15	
1200.8372	33.18	
1197.0523	33.19	
1069.4195	33.2	
1529.3954	33.22	
1467.6796	33.24	
265.1342	33.25	
1708.435	33.6	
197.0749	33.72	
479.2124	33.72	
337.119	33.84	
683.1325	33.88	
1261.5443	34	
1335.491	34	
627.2716	34.01	
1205.1373	34.01	
501.4451	34.03	
1476.6842	34.06	
2051.936	34.07	
1191.0924	34.11	
1521.7794	34.14	
867.812	34.19	
1197.5275	34.22	
549.2547	34.24	
1710.8018	34.24	
1112.0023	34.25	
1317.6674	34.31	
1360.8092	34.33	
1185.4096	34.42	
1857.835	34.47	
416.1759	34.52	
782.7815	34.53	
1179.9844	34.54	
684.526	34.57	
732.2934	34.57	
1562.7416	34.71	
1836.8089	34.72	
931.7165	34.76	
391.2108	34.8	
1138.0109	34.9	
973.4604	34.92	
1183.6034	35.02	
1003.9671	35.04	
1091.0825	35.07	
1173.4888	35.11	
1116.518	35.12	
1021.2849	35.14	
1513.723	35.14	
1188.3505	35.15	
1121.0235	35.29	
1761.8023	35.29	
166.0957	35.32	
1626.4995	35.51	
972.0774	35.59	
1407.6493	35.68	
1202.0299	35.88	
1527.5338	36.03	
327.1527	36.04	
495.1454	36.05	
498.2048	36.05	
1310.6494	36.1	
1189.5006	36.2	
1396.6942	36.24	
1779.4198	36.25	
1624.1478	36.32	
1338.6418	36.49	
747.4994	36.58	
543.2961	36.75	
694.4445	36.76	
436.157	37	
1618.4904	37	
1494.6966	37.14	
851.341	37.17	
539.207	37.25	
171.7463	37.28	
308.1626	37.29	
1109.6218	37.66	
1447.7005	37.79	
568.2091	37.81	
1490.6474	37.93	
239.0818	37.94	
1711.7753	38	
553.2204	38.04	
1183.4486	38.06	
431.8126	38.07	
2241.9825	38.12	
728.6766	38.15	
2990.7689	38.22	
172.0744	38.25	
1537.1938	38.26	
1127.5095	38.31	
1419.6564	38.33	
1701.165	38.56	
1173.5454	39	
1480.1722	39	
1109.135	39.02	
1591.7261	39.04	
1202.9594	39.08	
1288.6541	39.08	
1518.6889	39.08	
1235.5321	39.22	
1196.0859	39.25	
755.9572	39.42	
1186.8586	39.49	
1216.6683	39.61	
1192.126	39.82	
805.2956	40	
1383.8828	40	
286.1473	40.02	
862.7473	40.04	
1636.7753	40.06	
1379.5803	40.25	
836.1976	40.3	
1761.6115	40.58	
868.2907	40.61	
1134.0414	40.82	
1691.9109	40.84	
1154.037	40.9	
748.2175	41.01	
1188.4877	41.03	
877.6033	41.05	
864.7807	41.22	
1662.7859	41.25	
1527.4334	41.28	
1109.5799	41.96	
1256.9926	42.01	
1822.7482	42.01	
161.3678	42.02	
768.4601	42.02	
869.2218	42.02	
1250.0869	42.13	
1527.9956	42.14	
1289.7076	42.24	
772.4832	42.29	
570.2632	42.41	
1018.4671	42.66	
1210.2826	42.92	
352.1658	43	
1536.7306	43	
736.7415	43.02	
171.1089	43.05	
865.6341	43.15	
1355.5838	43.24	
365.1089	43.25	
459.1726	43.25	
913.4537	43.25	
427.1449	43.26	
772.3367	43.31	
1400.6591	43.33	
827.3083	43.56	
1385.6381	43.78	
555.1976	43.79	
1177.7109	43.9	
1194.2217	44	
373.1881	44.01	
400.2015	44.03	
629.1013	44.08	
1196.9137	44.25	
835.8658	44.34	
840.442	44.44	
1176.4521	44.64	
301.175	44.68	
990.4649	44.72	
1111.5447	44.84	
1324.558	44.91	
958.8278	44.96	
1333.1169	45.02	
1509.4393	45.18	
1527.3288	45.19	
1321.1137	45.2	
715.276	45.21	
922.1214	45.25	
1708.6716	45.29	
1882.8403	45.33	
1385.3054	45.36	
720.2828	45.48	
1627.8193	45.67	
1315.5585	45.71	
730.6204	45.81	
1182.0305	45.96	
1204.4291	46	
1707.3352	46	
1022.2968	46.01	
516.2155	46.07	
1178.9912	46.16	
1197.4312	46.22	
682.4122	46.36	
865.5809	46.45	
448.1653	46.64	
1157.9785	46.82	
139.0866	46.88	
830.3382	47.05	
216.0747	47.08	
582.8401	47.1	
1309.3881	47.11	
598.2415	47.25	
561.2115	47.42	
417.1703	47.57	
1103.5236	47.58	
491.2969	47.67	
1533.1828	48.01	
199.053	48.03	
1360.6943	48.04	
1197.1626	48.12	
1606.7624	48.21	
717.2943	48.45	
1709.5446	48.46	
399.1565	48.49	
1206.6758	48.49	
450.1505	48.67	
851.6674	48.69	
264.0972	48.76	
1580.9298	48.78	
1558.4718	48.84	
605.2448	49.08	
1190.2874	49.08	
1040.7602	49.24	
1444.7143	49.34	
1134.2242	49.44	
619.2369	50.03	
1626.0299	50.09	
981.8436	50.1	
1408.6502	50.16	
299.1385	50.35	
1185.8677	50.42	
750.1795	51.22	
770.38	51.32	
478.2373	51.35	
861.5943	51.36	
1098.5004	51.38	
1156.0028	51.52	
310.0879	51.57	
1193.2511	51.58	
368.1372	51.59	
384.537	51.6	
772.867	51.62	
974.5031	52	
1066.9816	52.01	
922.4184	52.08	
834.3091	52.14	
870.3496	52.2	
1528.0924	52.42	
2283.5324	52.57	
1138.4686	52.67	
1529.0506	52.78	
1258.8528	52.97	
1708.5699	53	
1409.6167	53.01	
1363.3268	53.12	
380.1416	53.39	
1216.4488	53.42	
564.2309	53.68	
1194.3238	53.72	
1527.8615	53.74	
836.942	53.92	
1445.6492	54	
1527.1299	54.02	
346.1665	54.18	
2052.9999	54.33	
2044.7949	54.45	
1124.9411	54.5	
765.1639	55.03	
609.2579	55.38	
589.2349	56.01	
1196.5271	56.04	
604.2874	56.11	
682.0737	56.14	
964.9588	56.14	
1255.6595	56.14	
1191.903	56.36	
406.2084	56.41	
1881.8357	56.45	
682.9826	56.58	
2693.6057	56.62	
835.7972	56.94	
453.1817	57	
793.2859	57.14	
1042.4998	57.14	
272.1083	57.16	
479.1515	57.36	
1046.9746	57.41	
378.1804	57.48	
1528.3725	57.49	
1430.6803	57.68	
592.222	57.91	
1632.1607	57.92	
296.1398	58.11	
641.2861	58.11	
426.2124	58.15	
869.3942	58.27	
1334.5682	58.59	
284.1364	58.68	
235.093	58.76	
1414.6733	58.8	
1127.9245	59.01	
102.0691	59.03	
215.8097	59.09	
1623.262	59.13	
1198.3721	59.14	
975.4934	59.23	
1146.0265	59.26	
765.7054	59.35	
285.1253	59.38	
1197.212	59.44	
387.1478	59.88	
1231.2459	60.02	
300.064	60.03	
741.8708	60.08	
802.3835	60.24	
479.2419	60.33	
727.2919	60.44	
352.1378	60.65	
2266.9522	60.77	
698.2948	60.89	
1036.3219	60.94	
1193.9554	61.04	
313.8071	61.07	
1627.5078	61.13	
1196.4682	61.74	
1093.978	62.04	
1770.7738	62.29	
1196.6754	62.35	
1627.0875	62.39	
1196.7629	62.46	
512.2196	62.66	
1216.8403	62.68	
240.1131	62.72	
735.28	62.92	
2057.9567	63.28	
211.1175	63.59	
1550.4846	63.63	
1085.0244	63.76	
1712.7391	64	
1940.9131	64.08	
820.3776	64.21	
1191.3276	64.44	
296.1052	64.72	
185.0757	64.85	
1186.7746	64.94	
1269.0661	65.04	
1101.7375	65.16	
1370.3395	65.17	
381.1193	65.4	
1664.2791	65.62	
1191.603	65.67	
1316.8834	65.76	
1103.0048	65.78	
216.1005	66.11	
1590.689	66.38	
284.1054	66.51	
1255.8448	67.02	
1095.1278	67.04	
1608.7245	67.09	
634.2598	67.17	
1036.7622	67.22	
942.4409	67.28	
295.1335	67.56	
590.2348	67.57	
1250.0397	67.81	
1193.622	68.02	
1304.4526	68.04	
1186.2131	68.09	
307.1499	68.32	
1130.5023	68.32	
1463.6218	68.41	
1124.4923	68.64	
1177.5853	69.05	
1211.2753	69.08	
1121.5329	69.41	
681.18	69.91	
440.195	70.01	
635.2591	70.11	
691.2928	70.12	
1078.5169	70.56	
1150.9941	70.61	
1171.0015	70.71	
1187.8315	70.71	
1712.1091	70.9	
1069.0402	70.94	
709.2662	71.12	
1138.2311	71.25	
666.3059	71.29	
653.0997	71.72	
493.2214	72	
436.1929	72.04	
1454.6227	72.21	
1527.6026	72.36	
981.9351	72.53	
1459.4823	72.61	
885.1118	72.71	
1001.3666	72.9	
1747.7986	73.25	
1145.504	73.45	
1381.1928	73.6	
1056.7722	73.66	
1708.344	73.84	
1196.2542	74.61	
1689.7819	74.7	
1139.0463	74.74	
898.3504	74.84	
1710.6076	74.93	
1465.0058	74.95	
613.2339	75.04	
343.1893	75.44	
1218.6209	76.19	
1461.6712	76.24	
2306.7086	76.27	
1178.0303	76.33	
1491.6393	77.26	
1708.981	77.4	
1726.6782	77.73	
651.2825	77.97	
712.305	78.04	
1171.5252	78.31	
1124.5472	78.37	
1188.7315	78.41	
349.1812	78.52	
1197.6841	78.64	
1196.8345	78.85	
461.2006	79.04	
1008.5092	79.12	
1352.5715	79.18	
757.3801	80.52	
377.1197	80.68	
550.2489	80.82	
1205.5753	81	
1515.671	81.01	
1051.4709	81.08	
351.1838	81.09	
692.3266	81.12	
1249.6473	81.22	
428.1851	81.25	
1125.5511	82	
1076.86	82.02	
1044.4741	82.2	
1381.6898	82.22	
607.2586	82.83	
834.3701	83.01	
532.7407	83.19	
852.2673	83.2	
665.2482	83.6	
568.3034	83.77	
1401.9424	83.85	
612.2114	83.91	
1628.9144	84.11	
480.0043	85.05	
1530.0918	85.88	
1792.875	85.89	
1121.0737	86	
389.1817	86.17	
1529.8586	86.94	
662.2747	87.02	
765.4712	88.04	
1136.0145	88.15	
1052.9665	88.52	
579.234	88.69	
501.9966	88.71	
909.708	89.01	
1284.4866	89.13	
226.1316	89.8	
617.2428	89.84	
765.5267	89.84	
1160.3795	90.11	
864.9546	90.19	
1199.3358	90.43	
356.1718	90.49	
1051.9685	90.74	
1150.5139	91.11	
1125.0187	92.43	
1277.978	92.54	
863.1408	93.1	
958.913	93.23	
577.2401	93.26	
1196.3814	93.47	
765.2053	93.89	
209.1027	94.29	
112.0581	94.34	
722.3747	94.71	
1978.8881	95.51	
1085.5453	97.06	
1102.4873	97.25	
348.1718	97.59	
1059.9309	98.07	
353.1607	98.17	
1078.2964	98.33	
129.9573	98.57	
538.2598	98.79	
1172.0272	98.89	
1122.5457	99.04	
1152.5087	99.05	
323.1113	99.07	
1637.2256	99.45	
749.2991	99.56	
1088.5056	99.56	
1209.514	100.02	
1115.9743	100.12	
1249.359	100.78	
863.296	100.94	
972.9513	101.21	
1627.6536	101.45	
1198.0427	101.89	
1352.6157	102.02	
975.4286	102.08	
1197.7639	102.33	
1139.4951	102.6	
1176.5159	102.92	
1164.5379	103	
1451.6671	103.04	
675.2767	104.17	
2118.9437	104.43	
1158.0412	104.81	
554.2445	105.06	
1031.4855	106.07	
884.385	106.27	
1064.4598	106.31	
385.1683	106.78	
606.3005	106.95	
859.7307	106.95	
524.1872	107.01	
1320.5891	107.18	
1026.9911	107.2	
244.1049	108.78	
734.29	109.1	
382.1576	109.31	
1659.7882	109.37	
666.2615	109.76	
179.0929	109.77	
598.284	109.78	
227.0494	110.1	
1708.2347	110.29	
1150.4756	110.49	
120.0806	112.06	
1272.5889	112.07	
612.2954	112.11	
393.1637	112.29	
113.0679	112.51	
1333.5965	115.01	
1246.8694	115.02	
735.3333	115.34	
1645.7589	116	
524.2297	116.19	
185.1066	116.48	
1101.9977	118.36	
990.6115	119.03	
1180.9153	120.01	
1083.5194	120.21	
663.2693	120.81	
982.3677	121.33	
1363.0148	121.61	
548.2536	122.01	
1192.5812	122.06	
223.12	122.09	
1121.4755	122.4	
515.1996	122.72	
1196.0345	123.14	
1084.3026	123.3	
423.1667	123.44	
1690.7923	123.56	
1130.0105	124.02	
1017.8243	124.2	
1410.4309	124.35	
1274.6022	125.23	
246.0871	126.91	
227.0832	127.13	
356.1408	127.46	
466.1764	128.04	
173.0741	128.27	
656.1548	129.04	
1707.6351	129.1	
253.0927	129.7	
608.2595	129.73	
1026.4761	129.73	
221.0887	131.08	
1192.9744	131.13	
