#MS Peaks One: + Product Ion (rt: 4.245 min) (1194.5400 -> **) (2021-02-22_EG_1228_9_msms.d)
#
Center X	Height
1201.3915	6.01	
1364.9156	6.01	
1469.5606	6.01	
239.1924	6.02	
606.3403	6.02	
1122.6379	6.02	
1630.6085	6.02	
1631.3244	6.02	
1653.4945	6.02	
622.6825	6.04	
1213.5516	6.04	
250.196	6.05	
253.1625	6.05	
384.2879	6.06	
448.2159	6.06	
691.412	6.06	
886.4805	6.06	
735.5131	6.08	
225.3112	6.12	
248.2263	6.12	
542.0613	6.12	
611.4566	6.12	
899.3461	6.12	
1066.9791	6.12	
167.9106	6.22	
357.2361	6.22	
1161.5836	6.22	
796.0473	6.25	
1140.6086	6.25	
922.0694	6.33	
1139.7725	6.33	
477.3939	6.38	
180.2443	6.45	
551.8575	6.45	
1188.9526	6.45	
594.3796	6.62	
682.4574	7	
1169.4768	7	
1520.4627	7	
1638.5258	7	
2149.0663	7	
270.6876	7.01	
393.6716	7.01	
592.1066	7.01	
782.5816	7.01	
793.4897	7.01	
922.5944	7.01	
1282.5653	7.01	
1351.7601	7.01	
397.1346	7.02	
401.1754	7.02	
172.0195	7.04	
602.4013	7.04	
1294.5783	7.04	
1565.7373	7.04	
636.9102	7.05	
1440.0901	7.08	
135.0296	7.1	
363.7346	7.1	
637.4056	7.1	
653.8094	7.1	
682.7069	7.1	
720.5557	7.1	
694.4129	7.12	
757.3651	7.12	
916.6604	7.12	
583.1338	7.2	
866.3344	7.2	
197.4026	7.22	
864.0879	7.22	
409.1335	7.25	
299.1695	7.33	
1119.5161	7.33	
997.348	7.35	
1469.1218	7.35	
1751.8841	7.35	
174.0758	7.45	
680.5826	7.45	
924.4349	7.45	
1140.5056	7.45	
662.1497	7.5	
1084.4912	7.56	
575.2794	8	
747.4688	8	
818.5921	8	
1282.6151	8	
1509.0208	8	
254.2088	8.01	
747.6472	8.01	
876.2139	8.01	
1132.1724	8.01	
1509.1554	8.01	
2077.2038	8.01	
419.017	8.02	
651.359	8.02	
418.0996	8.04	
100.0255	8.05	
224.7271	8.06	
667.6032	8.06	
227.167	8.09	
737.9284	8.09	
755.1738	8.09	
294.1931	8.1	
1074.382	8.12	
1157.9171	8.12	
1520.7184	8.12	
484.8428	8.16	
991.2089	8.16	
643.6557	8.17	
1716.3943	8.17	
579.9154	8.2	
224.3746	8.22	
206.1579	8.28	
467.8222	8.28	
1132.5585	8.28	
689.4092	8.33	
820.8581	8.33	
864.2599	8.35	
853.4001	8.45	
1111.0607	8.45	
1720.7272	8.45	
1863.869	8.45	
1384.7051	8.56	
1423.6025	8.56	
1661.6806	8.62	
115.5432	8.68	
1370.0403	8.68	
1567.1855	8.68	
1629.1448	8.68	
130.4289	9	
1509.8715	9	
1652.7314	9	
1691.9884	9	
313.2036	9.01	
367.0765	9.01	
490.5773	9.01	
729.4556	9.01	
1186.6791	9.01	
1607.2121	9.01	
224.3472	9.02	
543.3073	9.02	
715.3694	9.02	
975.4407	9.02	
1581.6203	9.02	
130.687	9.03	
1317.5825	9.03	
1528.3625	9.03	
1061.5617	9.05	
1525.4697	9.05	
695.4848	9.07	
768.7017	9.07	
1709.3345	9.07	
1781.5684	9.07	
149.1027	9.08	
723.3947	9.09	
682.9027	9.12	
1529.2862	9.12	
159.4661	9.14	
739.9692	9.14	
996.5462	9.14	
1148.1927	9.14	
1518.7207	9.14	
1559.6781	9.14	
790.4769	9.2	
1035.4727	9.22	
2114.9799	9.24	
344.2098	9.25	
436.2668	9.25	
422.2462	9.28	
1463.013	9.28	
1594.2147	9.33	
1645.8199	9.33	
1088.5144	9.35	
653.6941	9.38	
809.3788	9.45	
2119.2442	9.45	
1034.2167	9.5	
235.4826	9.56	
620.2481	9.56	
1660.8254	9.56	
611.7639	9.68	
648.5874	9.75	
541.546	9.8	
445.2884	9.88	
507.3463	10	
682.5755	10	
700.5077	10	
1061.9731	10	
1202.0663	10	
1206.0112	10	
1325.5642	10	
1710.056	10	
1779.7058	10	
1866.4701	10	
590.3488	10.01	
654.5828	10.01	
768.0266	10.01	
990.3131	10.01	
1143.5917	10.01	
1161.3493	10.01	
450.243	10.04	
915.5242	10.04	
1005.2881	10.05	
792.4821	10.06	
1094.0242	10.06	
1552.2336	10.07	
1597.8622	10.09	
114.1305	10.1	
468.138	10.1	
371.2368	10.12	
630.7325	10.12	
690.334	10.12	
365.6993	10.14	
863.9841	10.17	
1916.9298	10.2	
417.8083	10.21	
969.388	10.21	
1181.6797	10.21	
1611.688	10.21	
475.0366	10.24	
272.2672	10.25	
1249.6605	10.25	
1738.6982	10.28	
1135.2151	10.32	
1182.1427	10.33	
1514.868	10.33	
992.9707	10.35	
1086.5632	10.47	
763.3925	10.67	
1132.4531	10.67	
212.2051	10.68	
496.4201	10.92	
861.4768	10.92	
1509.2411	10.92	
1627.4001	10.92	
1765.1803	10.92	
302.2266	11	
564.6006	11	
581.8755	11	
781.9303	11	
975.4958	11.01	
1259.4068	11.01	
1732.8344	11.01	
584.1834	11.02	
3020.7217	11.02	
495.7641	11.03	
240.5221	11.04	
416.2539	11.04	
838.4084	11.04	
845.4695	11.04	
122.9996	11.06	
581.6728	11.08	
1327.5263	11.11	
306.0986	11.12	
1482.7447	11.12	
920.7394	11.16	
1543.3566	11.16	
239.8488	11.18	
1041.4115	11.2	
999.4447	11.24	
1447.3149	11.24	
379.2384	11.25	
1487.2785	11.25	
1528.7321	11.25	
436.5708	11.28	
566.3941	11.28	
768.4467	11.28	
817.455	11.28	
2102.9035	11.28	
1178.4681	11.32	
209.413	11.38	
368.5824	11.38	
296.2296	11.41	
379.2622	11.41	
1624.2706	11.41	
1105.5836	11.47	
125.1202	11.56	
1151.0869	11.56	
1701.8185	11.57	
610.9035	11.67	
916.0903	11.67	
560.1128	11.75	
568.9514	11.78	
607.5933	11.78	
1633.5962	11.78	
1786.9467	11.78	
384.7328	11.8	
417.9261	11.92	
1097.5172	11.92	
188.4636	12	
523.2674	12	
634.2245	12	
1139.6811	12	
1532.1559	12	
325.1062	12.01	
611.1596	12.01	
663.8188	12.01	
743.3104	12.01	
1181.3571	12.01	
1436.453	12.01	
1552.9732	12.01	
1833.8492	12.01	
1904.8508	12.01	
583.7299	12.02	
721.8251	12.02	
1628.8822	12.03	
159.3917	12.04	
1518.1662	12.04	
2105.9639	12.04	
734.7312	12.08	
1004.9133	12.08	
1631.5092	12.08	
107.083	12.12	
1178.4189	12.12	
1539.3407	12.12	
1961.8632	12.12	
774.8151	12.16	
1068.4239	12.16	
1039.0229	12.18	
321.2354	12.2	
617.2236	12.21	
1057.6585	12.21	
1371.5624	12.21	
766.8715	12.24	
1052.995	12.24	
1307.5516	12.25	
108.8169	12.28	
682.7925	12.28	
1632.3643	12.28	
1100.5172	12.32	
466.3902	12.33	
739.8229	12.33	
1628.3722	12.33	
2091.9586	12.33	
177.1038	12.35	
748.0633	12.35	
1217.0307	12.36	
1628.9243	12.36	
1441.1846	12.38	
683.4284	12.47	
1258.591	12.47	
1470.0769	12.47	
358.5878	12.56	
1691.4421	12.56	
508.0034	12.68	
523.3238	12.68	
768.8456	13	
804.3155	13	
533.9673	13.01	
918.9769	13.01	
1175.5105	13.01	
1201.6328	13.01	
1203.5009	13.01	
582.8149	13.02	
1080.3289	13.02	
1142.4167	13.02	
1458.7118	13.02	
130.1156	13.05	
1099.6523	13.05	
1509.993	13.05	
367.6494	13.09	
1122.2886	13.11	
865.5366	13.12	
356.2295	13.14	
1115.2669	13.16	
1867.7379	13.16	
861.7164	13.21	
1010.5956	13.22	
1190.6935	13.22	
1041.3876	13.24	
798.7633	13.25	
1459.4852	13.25	
1578.8334	13.25	
477.511	13.28	
1712.4028	13.33	
1202.3317	13.41	
1480.9217	13.41	
653.7384	13.44	
735.4475	13.44	
1713.7177	13.6	
719.4441	13.68	
436.3465	13.78	
477.9111	13.78	
264.2023	14	
846.4804	14	
1195.9282	14	
1847.8522	14	
2035.7047	14	
970.8206	14.01	
1103.4847	14.01	
1187.5653	14.01	
1225.4872	14.01	
1249.8336	14.01	
1533.1349	14.01	
1628.9944	14.01	
611.6237	14.03	
259.1702	14.04	
495.7458	14.04	
1194.8511	14.04	
1201.5721	14.04	
752.273	14.05	
1186.2003	14.05	
543.762	14.08	
1093.081	14.08	
413.5493	14.09	
1187.9845	14.09	
1119.4127	14.12	
1522.722	14.12	
339.334	14.14	
495.5784	14.14	
620.362	14.14	
695.1916	14.14	
965.4244	14.14	
851.3513	14.16	
1754.8411	14.16	
131.3874	14.18	
650.2239	14.18	
644.157	14.2	
654.1176	14.22	
730.3382	14.22	
820.5872	14.25	
1315.6182	14.28	
436.4209	14.29	
567.8956	14.29	
903.4218	14.29	
1050.9816	14.29	
1152.145	14.29	
1295.4531	14.29	
1754.6099	14.29	
1670.7537	14.36	
2079.929	14.36	
1442.6773	14.4	
1780.4409	14.4	
197.1429	14.45	
1191.0502	14.45	
354.5585	14.47	
513.1442	14.5	
488.3859	14.53	
1525.022	14.53	
1721.0055	14.53	
1173.1675	14.67	
1445.6722	14.67	
219.0949	14.68	
1883.8846	14.69	
621.2552	14.89	
655.9863	14.89	
865.3254	14.92	
677.4094	15	
807.8778	15	
864.8618	15	
1122.242	15	
668.3936	15.01	
1234.5655	15.01	
169.1913	15.02	
1463.6704	15.02	
1618.3088	15.03	
576.2718	15.05	
815.1934	15.06	
1441.6716	15.08	
1588.8303	15.08	
1120.53	15.1	
969.3376	15.11	
229.0949	15.12	
1942.7465	15.17	
1324.8438	15.18	
227.3871	15.19	
239.4722	15.2	
915.7222	15.2	
446.1973	15.29	
879.5297	15.32	
763.4949	15.36	
1769.8077	15.36	
1174.6269	15.41	
1205.6608	15.41	
1462.7589	15.41	
1537.5684	15.41	
424.2644	15.45	
167.7199	15.47	
593.0712	15.48	
1333.0917	15.48	
1353.1022	15.48	
534.2463	15.56	
1622.4288	15.56	
1010.4743	15.62	
885.3847	15.8	
834.4222	15.89	
1706.2555	15.89	
256.4831	16	
741.0111	16	
1379.5803	16	
1451.9728	16	
1960.8668	16	
1371.3178	16.01	
1521.1017	16.01	
618.7529	16.02	
1319.5497	16.02	
184.255	16.03	
111.1025	16.04	
765.6071	16.04	
837.4743	16.04	
1189.9498	16.04	
1236.5618	16.04	
582.8569	16.07	
741.9276	16.07	
1565.5447	16.07	
1875.8818	16.08	
764.1493	16.09	
174.1422	16.12	
1498.6395	16.12	
1712.0772	16.12	
930.4438	16.14	
1129.6508	16.24	
1823.88	16.24	
682.0625	16.25	
495.6186	16.28	
1651.7243	16.35	
692.3665	16.41	
1134.536	16.44	
1158.1425	16.48	
1191.4299	16.53	
1664.3943	16.53	
685.2538	16.56	
256.2133	16.57	
487.2037	16.57	
524.5634	16.6	
300.1127	16.72	
1316.514	16.72	
412.5753	16.9	
739.517	16.9	
296.5383	16.92	
1532.4498	16.92	
159.5653	17.01	
1325.0707	17.01	
1884.5475	17.01	
325.639	17.02	
667.19	17.02	
1187.5164	17.02	
316.466	17.03	
2016.9411	17.04	
1454.3577	17.05	
710.3006	17.1	
409.1591	17.11	
619.2199	17.12	
682.4938	17.12	
1339.6349	17.15	
416.7736	17.16	
1313.5605	17.16	
1789.8462	17.16	
270.5211	17.17	
440.399	17.17	
467.3032	17.21	
1560.7206	17.21	
1569.7365	17.29	
503.4629	17.31	
609.9659	17.31	
1530.1023	17.31	
1371.0097	17.36	
1448.2221	17.41	
502.1941	17.47	
1366.6224	17.5	
763.6695	17.52	
1500.8606	17.57	
699.2941	17.66	
1079.3811	17.66	
208.1382	17.72	
1036.5072	17.8	
511.2362	17.82	
586.2954	18	
865.6797	18	
914.9795	18	
917.2287	18	
968.9697	18	
1001.3907	18	
1095.4547	18	
1122.0674	18	
113.0935	18.01	
313.6904	18.01	
620.2841	18.01	
791.5019	18.01	
1402.1348	18.01	
1609.5399	18.01	
413.0838	18.02	
948.4262	18.02	
1066.0508	18.02	
1066.9073	18.02	
1246.0358	18.02	
616.3166	18.09	
1632.1664	18.11	
764.0945	18.16	
864.1424	18.16	
941.224	18.17	
1826.2964	18.17	
164.4331	18.23	
1183.4637	18.23	
1116.6718	18.29	
568.2734	18.31	
1382.3185	18.31	
691.7776	18.33	
676.3334	18.38	
813.4046	18.38	
232.0702	18.4	
865.1064	18.44	
1350.5818	18.47	
1173.4264	18.52	
384.6801	18.65	
1039.5442	18.68	
1410.6596	18.72	
432.7161	18.75	
404.7321	18.78	
645.5686	18.78	
523.2367	19.01	
864.9022	19.01	
1655.7707	19.02	
498.674	19.03	
1114.9836	19.04	
1258.6175	19.04	
1490.7542	19.04	
2004.8356	19.09	
1169.527	19.11	
1404.2369	19.12	
1534.0883	19.12	
955.3964	19.15	
1078.7986	19.15	
1191.4857	19.18	
1332.1301	19.2	
1434.7003	19.21	
737.5352	19.23	
790.69	19.23	
1713.6195	19.23	
1963.8185	19.25	
2011.9962	19.25	
1031.4176	19.28	
576.2485	19.34	
1127.4434	19.34	
829.3465	19.35	
1928.5467	19.38	
1124.3155	19.45	
611.5232	19.48	
1079.4953	19.52	
1586.0191	19.52	
1570.7371	19.57	
876.5756	19.6	
1495.3922	19.6	
2007.9028	19.6	
439.2946	19.62	
1034.946	19.67	
868.577	19.72	
1182.5166	19.84	
1850.7823	19.84	
737.4564	20	
1800.5137	20	
1894.8971	20	
2247.9481	20	
477.2891	20.01	
1005.4754	20.01	
920.8639	20.02	
1131.4591	20.02	
201.113	20.03	
381.0647	20.03	
525.1371	20.04	
1170.6728	20.04	
271.1681	20.08	
302.0725	20.08	
434.1563	20.08	
394.6574	20.11	
1363.5937	20.11	
1659.9027	20.11	
1430.7019	20.16	
1379.619	20.2	
1664.7352	20.21	
1615.749	20.22	
767.6315	20.23	
1191.6048	20.23	
1662.8529	20.23	
1396.493	20.25	
1382.5511	20.33	
335.1532	20.36	
1734.3524	20.36	
367.4428	20.4	
453.1583	20.41	
608.1476	20.44	
612.6384	20.45	
1244.4535	20.48	
1477.5391	20.52	
844.3687	20.64	
1596.1692	20.64	
636.9568	20.72	
1083.3848	20.72	
162.5932	20.78	
824.7494	20.78	
1403.6316	20.78	
721.6073	20.89	
164.0635	20.94	
328.1212	21	
565.402	21	
916.1659	21	
1112.5188	21	
1440.5791	21	
244.0766	21.01	
683.1749	21.01	
1366.6881	21.01	
624.3505	21.02	
1159.5487	21.02	
1253.4809	21.02	
1517.7012	21.06	
1608.4943	21.06	
106.5738	21.08	
1083.622	21.08	
1037.5782	21.09	
1156.5071	21.11	
1182.3369	21.12	
1325.4009	21.12	
1002.4372	21.14	
1337.5749	21.14	
1173.7239	21.15	
613.404	21.16	
175.0559	21.17	
236.1331	21.17	
791.1026	21.17	
1404.6472	21.18	
465.7572	21.19	
704.2566	21.2	
2330.9687	21.22	
525.0977	21.25	
427.2372	21.32	
1195.1988	21.33	
1364.096	21.33	
227.0465	21.39	
582.9373	21.41	
2091.0232	21.44	
1619.0254	21.47	
384.5918	21.48	
1712.9258	21.49	
471.0772	21.57	
1214.5506	21.57	
1626.9509	21.57	
1102.9742	21.6	
1399.668	21.65	
1259.1605	21.69	
1258.5001	21.72	
710.061	21.73	
400.8557	21.75	
1646.7997	21.8	
1319.649	21.88	
646.2559	21.9	
679.7816	22	
1710.6538	22	
198.0882	22.01	
1640.3064	22.01	
272.5205	22.02	
225.2802	22.04	
430.2498	22.04	
794.9191	22.04	
999.3467	22.04	
1172.3439	22.04	
1619.4158	22.04	
1221.3389	22.05	
1384.5808	22.05	
1144.0972	22.09	
638.8058	22.11	
183.4374	22.12	
495.8183	22.12	
657.788	22.12	
687.2181	22.15	
1618.8819	22.19	
459.4629	22.2	
1561.6004	22.2	
578.8434	22.21	
622.8153	22.23	
1691.5881	22.23	
767.574	22.25	
331.46	22.27	
1492.7015	22.27	
1872.4815	22.27	
252.0952	22.32	
1454.6228	22.33	
276.7543	22.36	
1547.6362	22.37	
1174.5041	22.38	
1632.4893	22.38	
270.9678	22.4	
1711.0839	22.4	
493.1766	22.44	
1023.3722	22.47	
1523.3799	22.56	
277.86	22.57	
1180.4257	22.64	
272.7119	22.78	
1213.6021	22.78	
766.0213	22.96	
1163.7945	22.96	
1668.7847	22.96	
711.0245	23	
1081.5344	23	
1556.125	23	
1594.1548	23.02	
552.3375	23.03	
115.1288	23.05	
1087.4118	23.05	
653.5073	23.06	
1864.5632	23.06	
1468.5748	23.11	
656.0337	23.14	
1158.5461	23.18	
1977.8641	23.21	
396.4224	23.24	
1166.5299	23.25	
482.6835	23.29	
270.6029	23.33	
1784.5641	23.34	
874.291	23.35	
2119.8646	23.41	
841.3563	23.62	
767.2947	23.77	
354.1324	23.78	
741.2835	23.88	
695.879	24	
923.3834	24	
975.8628	24	
533.2287	24.01	
765.7359	24.01	
1270.6313	24.02	
2148.9527	24.03	
1194.7025	24.05	
416.0624	24.07	
484.1628	24.07	
324.4005	24.08	
655.588	24.08	
827.5179	24.08	
1132.687	24.09	
1433.6487	24.09	
1219.5297	24.12	
1608.8289	24.12	
666.3496	24.24	
768.9917	24.28	
1730.0744	24.28	
562.1587	24.37	
693.9102	24.4	
1134.0258	24.4	
1495.1314	24.4	
1540.0271	24.52	
1593.1715	24.52	
1627.3137	24.62	
481.8766	24.68	
572.2591	24.69	
365.6661	24.72	
1472.6201	24.75	
2083.9432	24.75	
1334.6149	24.85	
432.2191	24.92	
662.1189	24.97	
445.1824	25	
1595.7789	25	
402.2127	25.04	
1062.5132	25.04	
769.2697	25.05	
578.886	25.06	
570.3044	25.07	
950.4503	25.07	
2586.5298	25.08	
1014.0015	25.14	
1195.4361	25.17	
1510.1956	25.17	
135.9905	25.25	
1111.8349	25.25	
1561.723	25.29	
1027.4603	25.33	
1661.1494	25.33	
649.1343	25.39	
2199.0121	25.39	
1366.5469	25.43	
1425.6453	25.46	
694.0919	25.48	
1220.1263	25.56	
1363.3257	25.56	
1128.0094	25.57	
684.9749	25.8	
1363.94	25.8	
1369.7761	25.8	
1562.2127	25.8	
1124.8969	25.84	
2328.405	25.88	
559.2401	25.89	
380.5766	26	
608.4132	26	
1153.6041	26	
1863.8133	26	
535.0762	26.01	
1090.2216	26.04	
1540.1254	26.09	
694.1564	26.1	
611.383	26.11	
611.3569	26.18	
1302.6211	26.23	
611.8574	26.27	
499.3064	26.29	
1706.9039	26.29	
1528.9605	26.31	
376.1732	26.38	
1452.0457	26.38	
578.7729	26.41	
1710.6149	26.57	
1765.8036	26.64	
793.5472	26.67	
158.0231	26.75	
355.3957	26.8	
1537.085	26.85	
1405.5796	26.9	
602.3399	26.94	
723.448	27	
806.347	27	
1190.5975	27	
1206.6013	27	
1528.7022	27	
612.1567	27.01	
618.2392	27.02	
1129.4254	27.02	
1182.0143	27.02	
1714.4273	27.02	
284.5621	27.04	
665.3868	27.04	
852.3868	27.04	
1238.5133	27.06	
1369.0656	27.06	
1470.9466	27.07	
1594.6822	27.1	
478.2863	27.11	
820.0377	27.11	
654.3694	27.12	
762.3463	27.12	
1024.3762	27.12	
519.1914	27.16	
683.3501	27.16	
1680.2019	27.18	
398.6549	27.2	
341.2123	27.24	
873.9117	27.27	
1193.5027	27.29	
608.9544	27.35	
1483.9586	27.35	
320.1052	27.36	
562.2831	27.38	
270.0361	27.41	
1243.4545	27.41	
717.2745	27.44	
2074.9449	27.45	
298.6519	27.46	
605.3105	27.48	
447.2102	27.56	
953.395	27.68	
412.5041	27.72	
682.1215	27.72	
1333.6708	27.72	
650.3227	27.75	
536.1985	27.78	
1671.8073	27.78	
1540.7543	27.84	
405.7698	27.88	
707.3563	27.89	
495.0602	28.01	
1405.677	28.01	
921.4862	28.03	
618.1824	28.06	
471.6188	28.09	
1713.0417	28.09	
1888.2151	28.09	
469.2204	28.1	
393.1149	28.11	
1453.6141	28.16	
1596.5121	28.17	
385.3238	28.19	
1293.5673	28.22	
864.5529	28.24	
1291.2291	28.25	
1432.3854	28.25	
865.9452	28.38	
239.7996	28.41	
915.2967	28.45	
904.4225	28.47	
865.0011	28.48	
701.308	28.49	
1780.1896	28.49	
1248.5778	28.57	
1527.9871	28.69	
1511.7258	28.72	
668.2588	28.76	
464.1356	28.84	
828.3231	29	
1553.6436	29.01	
457.9889	29.02	
728.3023	29.02	
721.5356	29.05	
1102.4764	29.08	
706.3088	29.11	
611.9288	29.13	
1998.6192	29.13	
450.4039	29.16	
769.0672	29.16	
2212.3035	29.16	
530.3981	29.18	
769.9446	29.19	
1764.577	29.2	
766.1883	29.22	
212.0977	29.3	
1577.6941	29.33	
1761.692	29.34	
1535.4772	29.47	
224.1621	29.56	
1361.5334	29.58	
670.2549	29.76	
835.8458	29.84	
741.252	29.89	
450.1365	30.01	
1734.7882	30.01	
535.2694	30.02	
2102.0048	30.02	
1265.5319	30.04	
1101.7392	30.06	
514.1012	30.07	
464.2593	30.09	
495.679	30.16	
1481.1684	30.22	
226.2525	30.25	
681.797	30.25	
1468.8812	30.25	
163.0489	30.28	
554.8812	30.39	
1241.6175	30.45	
1912.3049	30.52	
1009.9815	30.53	
496.076	30.56	
1423.4403	30.56	
395.2301	30.72	
952.9173	30.73	
610.7204	30.78	
1166.8086	30.82	
992.4366	30.85	
1071.5077	30.89	
765.9576	30.94	
1363.5548	31.02	
1472.0396	31.04	
1407.5847	31.06	
1572.6626	31.07	
1626.6507	31.09	
765.1589	31.14	
852.7761	31.14	
567.1775	31.22	
1026.4013	31.23	
414.1577	31.25	
583.0191	31.37	
315.1117	31.38	
1099.9981	31.39	
1780.6265	31.45	
1609.7319	31.53	
1978.7764	31.56	
472.5854	31.6	
578.6465	31.64	
950.3553	31.68	
1371.6953	31.68	
1223.6275	31.69	
258.1359	31.8	
1624.4945	31.8	
1398.0117	31.92	
507.1427	32	
820.7032	32	
320.2058	32.01	
462.182	32.02	
1498.481	32.02	
2240.9669	32.02	
484.212	32.04	
889.2972	32.12	
106.4154	32.18	
831.2703	32.19	
1189.7584	32.2	
1144.0361	32.21	
887.8805	32.23	
2028.8715	32.33	
1469.4278	32.34	
1640.5463	32.34	
1419.6413	32.35	
692.8295	32.39	
1029.3658	32.39	
782.0664	32.49	
1520.5731	32.49	
582.7234	32.59	
1001.4762	32.67	
1570.6797	32.7	
396.2623	32.72	
2445.3016	32.89	
584.6212	32.91	
638.2441	33	
945.4956	33	
959.397	33	
1680.7699	33	
884.464	33.02	
1315.5663	33.06	
1545.7139	33.06	
1145.0244	33.07	
1037.5341	33.09	
771.3688	33.2	
457.2231	33.24	
973.9468	33.27	
145.0432	33.28	
819.7461	33.35	
1047.6994	33.36	
969.492	33.41	
1779.0279	33.45	
1666.7267	33.46	
311.1698	33.48	
1172.1766	33.52	
1013.3852	33.6	
553.2801	33.69	
708.3296	33.72	
897.2888	33.79	
1535.6827	33.85	
737.167	33.88	
1000.4859	34	
1623.7802	34	
1372.1931	34.01	
1254.5767	34.02	
1086.003	34.04	
639.2719	34.05	
695.3519	34.12	
1528.1451	34.12	
532.2885	34.14	
1641.081	34.14	
681.9144	34.22	
1060.8504	34.22	
678.9663	34.24	
1070.4802	34.24	
1743.9565	34.25	
1511.9805	34.29	
535.2456	34.35	
594.4982	34.38	
864.7721	34.46	
300.1775	34.48	
604.2442	34.48	
1639.7817	34.5	
861.3957	34.53	
1107.7924	34.53	
1073.4258	34.56	
1566.704	34.72	
1015.4412	34.84	
1562.7488	34.84	
1719.9558	34.94	
739.6289	34.96	
1528.2171	34.97	
610.9835	35	
734.5554	35	
1533.7345	35	
1602.7146	35	
226.0686	35.03	
1503.3006	35.05	
422.1509	35.1	
591.2768	35.12	
1261.7335	35.15	
341.7781	35.19	
1650.6974	35.22	
1285.5297	35.29	
1710.8838	35.35	
329.1608	35.37	
1208.4607	35.39	
1688.0705	35.46	
1173.5401	35.52	
1609.2123	35.62	
1521.6853	35.68	
936.3482	35.77	
729.4092	35.8	
823.368	35.84	
506.2175	35.92	
392.2248	36	
585.2872	36	
1992.3375	36	
378.3557	36.01	
1521.4813	36.04	
1279.5548	36.05	
1629.5135	36.08	
785.3344	36.09	
1123.5697	36.09	
1664.792	36.11	
380.7799	36.12	
1223.4888	36.17	
1551.7794	36.18	
967.3791	36.23	
238.7358	36.37	
541.9755	36.43	
1049.5405	36.43	
1099.424	36.45	
584.3203	36.47	
786.2031	36.47	
916.4028	36.5	
553.5069	36.57	
1493.6829	36.61	
637.9102	36.64	
1003.9226	36.64	
1702.0716	36.7	
583.1628	36.76	
765.2113	36.77	
1020.6974	36.92	
1187.2539	37	
1916.9899	37	
494.231	37.01	
